Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
111012,HOUSTON 48 1,Coast,1,1,Closed,6.3000,2.03,6.62,6.30,2.03,Closed,0.00,0.00
170543,LEWISVILLE 4 1,North Central,1,1,Closed,6.3000,4.42,7.70,6.30,4.42,Closed,0.00,0.00
130174,MESQUITE 15 1,North Central,1,1,Closed,6.3000,1.80,6.55,6.30,1.80,Closed,0.00,0.00
170482,DENISON 7 1,North,1,2,Closed,6.3000,0.45,6.32,6.30,0.45,Closed,0.00,0.00
170473,TIOGA 2 1,North,1,2,Closed,6.3000,0.60,6.33,6.30,0.60,Closed,0.00,0.00
230217,SOMERVILLE 3 1,South Central,1,1,Closed,6.3000,1.65,6.51,6.30,1.65,Closed,0.00,0.00
170397,GARLAND 60 1,North Central,1,1,Closed,6.3000,2.03,6.62,6.30,2.03,Closed,0.00,0.00
170255,RICHARDSON 2 1,North Central,1,2,Closed,6.3000,1.50,6.48,6.30,1.50,Closed,0.00,0.00
130059,DUNCANVILLE 4 1,North Central,1,2,Closed,6.3000,3.89,7.40,6.30,3.89,Closed,0.00,0.00
170191,SACHSE 6 2,North Central,1,2,Closed,6.3000,0.98,6.38,6.30,0.98,Closed,0.00,0.00
170016,CELESTE 2 1,North Central,1,1,Closed,6.3000,0.75,6.34,6.30,0.75,Closed,0.00,0.00
170008,SANGER 3 1,North Central,1,1,Closed,6.3000,1.88,6.57,6.30,1.88,Closed,0.00,0.00
110802,HOUSTON 37 2,Coast,1,2,Closed,6.3000,6.20,8.84,6.30,6.20,Closed,0.00,0.00
270014,GONZALES 1 1,South Central,1,1,Closed,6.3000,1.13,6.40,6.30,1.13,Closed,0.00,0.00
260200,MIDLOTHIAN 9 1,North Central,1,2,Closed,6.3000,1.80,6.55,6.30,1.80,Closed,0.00,0.00
260125,CEDAR HILL 5 1,North Central,1,2,Closed,6.3000,4.25,7.60,6.30,4.25,Closed,0.00,0.00
110653,STAFFORD 5 1,Coast,1,1,Closed,6.3000,1.20,6.41,6.30,1.20,Closed,0.00,0.00
250269,BLOSSOM 4 1,North,1,1,Closed,6.3000,1.35,6.44,6.30,1.35,Closed,0.00,0.00
250268,PARIS 9 1,North,1,1,Closed,6.3000,0.83,6.35,6.30,0.83,Closed,0.00,0.00
250247,FLINT 3 1,East,1,1,Closed,6.3000,1.13,6.40,6.30,1.13,Closed,0.00,0.00
150250,PONDER 2 1,North Central,1,1,Closed,6.3000,1.58,6.50,6.30,1.58,Closed,0.00,0.00
250116,LANEVILLE 1 1,East,1,1,Closed,6.3000,1.58,6.50,6.30,1.58,Closed,0.00,0.00
270109,SEGUIN 2 1,South Central,1,1,Closed,6.3000,1.28,6.43,6.30,1.28,Closed,0.00,0.00
250037,DIBOLL 1 1,East,1,2,Closed,6.3000,0.53,6.32,6.30,0.53,Closed,0.00,0.00
250011,BEN WHEELER 2 1,East,1,1,Closed,6.3000,1.20,6.41,6.30,1.20,Closed,0.00,0.00
120200,HELOTES 1 1,South Central,1,1,Closed,6.3000,1.65,6.51,6.30,1.65,Closed,0.00,0.00
160069,MEYERSVILLE 1 1,Coast,1,1,Closed,6.3000,1.73,6.53,6.30,1.73,Closed,0.00,0.00
110773,HOUSTON 25 2,Coast,1,2,Closed,6.3000,3.24,7.08,6.30,3.24,Closed,0.00,0.00
110157,WALLIS 1 1,Coast,1,1,Closed,6.3000,0.68,6.34,6.30,0.68,Closed,0.00,0.00
230102,MADISONVILLE 3 1,Coast,1,1,Closed,6.2000,1.65,6.42,6.20,1.65,Closed,0.00,0.00
230001,SCHULENBURG 2 1,South Central,1,1,Closed,6.2000,1.95,6.50,6.20,1.95,Closed,0.00,0.00
111332,BAYTOWN 13 1,Coast,1,1,Closed,6.2000,3.61,7.17,6.20,3.61,Closed,0.00,0.00
210124,WACO 1 1,North Central,1,2,Closed,6.2000,4.80,7.84,6.20,4.80,Closed,0.00,0.00
160102,LOLITA 1 1,Coast,1,1,Closed,6.2000,1.65,6.42,6.20,1.65,Closed,0.00,0.00
200053,OLMITO 4 1,South,1,1,Closed,6.2000,1.20,6.32,6.20,1.20,Closed,0.00,0.00
120347,SAINT HEDWIG 3 1,South Central,1,1,Closed,6.2000,0.68,6.24,6.20,0.68,Closed,0.00,0.00
130144,DUNCANVILLE 13 2,North Central,1,2,Closed,6.2000,1.35,6.35,6.20,1.35,Closed,0.00,0.00
170423,GARLAND 84 1,North Central,1,2,Closed,6.2000,4.80,7.84,6.20,4.80,Closed,0.00,0.00
170403,GARLAND 65 1,North Central,1,1,Closed,6.2000,0.53,6.22,6.20,0.53,Closed,0.00,0.00
170401,GARLAND 63 1,North Central,1,2,Closed,6.2000,5.70,8.42,6.20,5.70,Closed,0.00,0.00
130072,DALLAS 14 1,North Central,1,2,Closed,6.2000,2.41,6.65,6.20,2.41,Closed,0.00,0.00
170161,FATE 3 1,North Central,1,1,Closed,6.2000,1.65,6.42,6.20,1.65,Closed,0.00,0.00
110232,CYPRESS 15 1,Coast,1,1,Closed,6.2000,1.80,6.46,6.20,1.80,Closed,0.00,0.00
260051,IRVING 7 1,North Central,1,2,Closed,6.2000,3.46,7.10,6.20,3.46,Closed,0.00,0.00
120213,ELMENDORF 2 1,South Central,1,1,Closed,6.2000,2.26,6.60,6.20,2.26,Closed,0.00,0.00
150227,HALTOM CITY 5 2,North Central,1,2,Closed,6.2000,1.58,6.40,6.20,1.58,Closed,0.00,0.00
240161,DYESS AFB 6 1,West,1,2,Closed,6.2000,4.80,7.84,6.20,4.80,Closed,0.00,0.00
110355,CONROE 2 1,Coast,1,2,Closed,6.2000,2.79,6.80,6.20,2.79,Closed,0.00,0.00
110641,SUGAR LAND 34 1,Coast,1,1,Closed,6.1000,0.38,6.11,6.10,0.38,Closed,0.00,0.00
230021,ROUND TOP 2 1,South Central,1,1,Closed,6.1000,1.95,6.40,6.10,1.95,Closed,0.00,0.00
210154,BELTON 1 1,North Central,1,1,Closed,6.1000,1.28,6.23,6.10,1.28,Closed,0.00,0.00
210108,BUCKHOLTS 1 1,South Central,1,1,Closed,6.1000,1.20,6.22,6.10,1.20,Closed,0.00,0.00
110688,SUGAR LAND 64 1,Coast,1,1,Closed,6.1000,1.35,6.25,6.10,1.35,Closed,0.00,0.00
200089,EDCOUCH 2 1,South,1,1,Closed,6.1000,1.95,6.40,6.10,1.95,Closed,0.00,0.00
110187,KATY 8 1,Coast,1,2,Closed,6.1000,5.30,8.08,6.10,5.30,Closed,0.00,0.00
130228,DESOTO 13 2,North Central,1,1,Closed,6.1000,1.80,6.36,6.10,1.80,Closed,0.00,0.00
130186,MESQUITE 25 1,North Central,1,1,Closed,6.1000,1.28,6.23,6.10,1.28,Closed,0.00,0.00
170562,SHERMAN 5 1,North,1,2,Closed,6.1000,3.16,6.87,6.10,3.16,Closed,0.00,0.00
130047,DUNCANVILLE 1 1,North Central,1,1,Closed,6.1000,1.20,6.22,6.10,1.20,Closed,0.00,0.00
130016,ENNIS 1 1,North Central,1,1,Closed,6.1000,1.50,6.28,6.10,1.50,Closed,0.00,0.00
130015,BARDWELL 1 1,North Central,1,1,Closed,6.1000,1.13,6.20,6.10,1.13,Closed,0.00,0.00
110238,CYPRESS 21 1,Coast,1,1,Closed,6.1000,1.95,6.40,6.10,1.95,Closed,0.00,0.00
120294,SPRING BRANCH 3 1,South Central,1,1,Closed,6.1000,1.50,6.28,6.10,1.50,Closed,0.00,0.00
260006,ITASCA 2 1,North Central,1,1,Closed,6.1000,0.75,6.15,6.10,0.75,Closed,0.00,0.00
120244,ATASCOSA 1 1,South Central,1,1,Closed,6.1000,0.15,6.10,6.10,0.15,Closed,0.00,0.00
250314,WODEN 3 1,East,1,2,Closed,6.1000,2.64,6.65,6.10,2.64,Closed,0.00,0.00
250228,FRANKSTON 2 1,East,1,1,Closed,6.1000,1.73,6.34,6.10,1.73,Closed,0.00,0.00
120215,ELMENDORF 4 1,South Central,1,1,Closed,6.1000,0.68,6.14,6.10,0.68,Closed,0.00,0.00
150225,NORTH RICHLAND HILLS 2 1,North Central,1,2,Closed,6.1000,2.41,6.56,6.10,2.41,Closed,0.00,0.00
250185,LATEXO 2 1,East,1,1,Closed,6.1000,1.58,6.30,6.10,1.58,Closed,0.00,0.00
150020,DECATUR 1 1,North Central,1,1,Closed,6.1000,0.30,6.11,6.10,0.30,Closed,0.00,0.00
150051,DUBLIN 3 1,North Central,1,1,Closed,6.1000,2.11,6.45,6.10,2.11,Closed,0.00,0.00
110610,STAFFORD 2 1,Coast,1,1,Closed,6.0000,1.65,6.22,6.00,1.65,Closed,0.00,0.00
210304,MERIDIAN 3 1,North Central,1,1,Closed,6.0000,1.80,6.26,6.00,1.80,Closed,0.00,0.00
111381,THOMPSONS 8 1,Coast,1,1,Closed,6.0000,4.33,7.40,6.00,4.33,Closed,0.00,0.00
210202,WEST 2 1,North Central,1,1,Closed,6.0000,0.22,6.00,6.00,0.22,Closed,0.00,0.00
210131,WACO 3 2,North Central,1,2,Closed,6.0000,1.80,6.26,6.00,1.80,Closed,0.00,0.00
140009,ELGIN 2 1,South Central,1,1,Closed,6.0000,0.68,6.04,6.00,0.68,Closed,0.00,0.00
120348,ADKINS 5 1,South Central,1,1,Closed,6.0000,1.35,6.15,6.00,1.35,Closed,0.00,0.00
170388,ROWLETT 13 1,North Central,1,1,Closed,6.0000,1.50,6.18,6.00,1.50,Closed,0.00,0.00
170370,GARLAND 45 1,North Central,1,1,Closed,6.0000,1.95,6.31,6.00,1.95,Closed,0.00,0.00
170359,GARLAND 39 2,North Central,1,1,Closed,6.0000,1.35,6.15,6.00,1.35,Closed,0.00,0.00
110900,GALVESTON 5 2,Coast,1,2,Closed,6.0000,2.11,6.36,6.00,2.11,Closed,0.00,0.00
130083,MESQUITE 3 2,North Central,1,2,Closed,6.0000,0.60,6.03,6.00,0.60,Closed,0.00,0.00
130071,DALLAS 13 1,North Central,1,2,Closed,6.0000,1.05,6.09,6.00,1.05,Closed,0.00,0.00
170139,AUBREY 1 1,North Central,1,1,Closed,6.0000,2.11,6.36,6.00,2.11,Closed,0.00,0.00
110831,CYPRESS 39 2,Coast,1,2,Closed,6.0000,1.35,6.15,6.00,1.35,Closed,0.00,0.00
230118,CALDWELL 1 1,South Central,1,1,Closed,6.0000,2.18,6.38,6.00,2.18,Closed,0.00,0.00
250286,EMORY 2 1,East,1,1,Closed,6.0000,1.20,6.12,6.00,1.20,Closed,0.00,0.00
150002,SHEPPARD AFB 1 1,North,1,1,Closed,6.0000,1.95,6.31,6.00,1.95,Closed,0.00,0.00
110226,KATY 31 1,Coast,1,1,Closed,6.0000,1.05,6.09,6.00,1.05,Closed,0.00,0.00
150315,CROWLEY 4 1,North Central,1,1,Closed,6.0000,2.03,6.33,6.00,2.03,Closed,0.00,0.00
250121,HENDERSON 1 1,East,1,1,Closed,6.0000,2.03,6.33,6.00,2.03,Closed,0.00,0.00
250062,HUNTINGTON 2 1,East,1,1,Closed,6.0000,1.20,6.12,6.00,1.20,Closed,0.00,0.00
270128,SPRING BRANCH 6 1,South Central,1,1,Closed,6.0000,0.98,6.08,6.00,0.98,Closed,0.00,0.00
230055,BLEIBLERVILLE 2 1,South Central,1,1,Closed,6.0000,1.88,6.29,6.00,1.88,Closed,0.00,0.00
230086,PLANTERSVILLE 2 1,East,1,1,Closed,5.9000,1.95,6.21,5.90,1.95,Closed,0.00,0.00
230094,BEDIAS 1 1,Coast,1,1,Closed,5.9000,1.28,6.04,5.90,1.28,Closed,0.00,0.00
120022,RIO MEDINA 1 1,South Central,1,1,Closed,5.9000,1.13,6.01,5.90,1.13,Closed,0.00,0.00
210203,AQUILLA 2 1,North Central,1,1,Closed,5.9000,2.03,6.24,5.90,2.03,Closed,0.00,0.00
210159,SALADO 3 1,North Central,1,1,Closed,5.9000,1.35,6.05,5.90,1.35,Closed,0.00,0.00
210153,ROGERS 2 1,North Central,1,1,Closed,5.9000,0.90,5.97,5.90,0.90,Closed,0.00,0.00
140011,ELGIN 3 1,South Central,1,1,Closed,5.9000,1.50,6.09,5.90,1.50,Closed,0.00,0.00
110933,NEW WAVERLY 3 1,Coast,1,1,Closed,5.9000,0.22,5.90,5.90,0.22,Closed,0.00,0.00
170069,SUMNER 1 1,North,1,1,Closed,5.9000,1.43,6.07,5.90,1.43,Closed,0.00,0.00
270149,DRIFTWOOD 7 2,South Central,1,1,Closed,5.9000,1.58,6.11,5.90,1.58,Closed,0.00,0.00
270095,NIXON 2 1,South Central,1,1,Closed,5.9000,1.95,6.21,5.90,1.95,Closed,0.00,0.00
260093,VENUS 1 2,North Central,1,2,Closed,5.9000,4.50,7.42,5.90,4.50,Closed,0.00,0.00
260065,MANSFIELD 1 2,North Central,1,2,Closed,5.9000,5.10,7.80,5.90,5.10,Closed,0.00,0.00
250169,OAKWOOD 1 1,East,1,1,Closed,5.9000,1.58,6.11,5.90,1.58,Closed,0.00,0.00
240149,RISING STAR 2 1,North Central,1,2,Closed,5.9000,0.68,5.94,5.90,0.68,Closed,0.00,0.00
150114,JACKSBORO 2 1,North Central,1,1,Closed,5.9000,1.95,6.21,5.90,1.95,Closed,0.00,0.00
110009,MATAGORDA 1 1,Coast,1,1,Closed,5.9000,2.03,6.24,5.90,2.03,Closed,0.00,0.00
150028,NEWARK 1 1,North Central,1,1,Closed,5.9000,0.53,5.92,5.90,0.53,Closed,0.00,0.00
150016,BLUM 1 1,North Central,1,1,Closed,5.8000,1.73,6.05,5.80,1.73,Closed,0.00,0.00
250140,NEW LONDON 2 1,East,1,1,Closed,5.8000,1.35,5.96,5.80,1.35,Closed,0.00,0.00
230090,IOLA 2 1,East,1,1,Closed,5.8000,1.95,6.12,5.80,1.95,Closed,0.00,0.00
220026,SHEFFIELD 1 1,Far West,1,1,Closed,5.8000,1.88,6.10,5.80,1.88,Closed,0.00,0.00
250070,CUSHING 3 1,East,1,1,Closed,5.8000,0.98,5.88,5.80,0.98,Closed,0.00,0.00
130324,WAXAHACHIE 4 1,North Central,1,2,Closed,5.8000,3.54,6.79,5.80,3.54,Closed,0.00,0.00
130315,BARRY 4 1,North Central,1,2,Closed,5.8000,4.33,7.24,5.80,4.33,Closed,0.00,0.00
130282,DALLAS 33 1,North Central,1,2,Closed,5.8000,2.11,6.17,5.80,2.11,Closed,0.00,0.00
111052,SPRING 24 2,Coast,1,2,Closed,5.8000,1.80,6.07,5.80,1.80,Closed,0.00,0.00
190100,AMARILLO 23 1,North,1,1,Closed,5.8000,0.83,5.86,5.80,0.83,Closed,0.00,0.00
130259,DESOTO 30 2,North Central,1,1,Closed,5.8000,0.98,5.88,5.80,0.98,Closed,0.00,0.00
110206,KATY 18 1,Coast,1,1,Closed,5.8000,1.50,5.99,5.80,1.50,Closed,0.00,0.00
130209,LANCASTER 7 1,North Central,1,1,Closed,5.8000,1.88,6.10,5.80,1.88,Closed,0.00,0.00
170508,TERRELL 7 1,North Central,1,2,Closed,5.8000,3.16,6.60,5.80,3.16,Closed,0.00,0.00
130169,GARLAND 1 1,North Central,1,1,Closed,5.8000,0.83,5.86,5.80,0.83,Closed,0.00,0.00
110486,FREEPORT 1 1,Coast,1,2,Closed,5.8000,2.86,6.47,5.80,2.86,Closed,0.00,0.00
170346,GARLAND 30 1,North Central,1,2,Closed,5.8000,2.94,6.50,5.80,2.94,Closed,0.00,0.00
170283,GARLAND 10 1,North Central,1,2,Closed,5.8000,2.26,6.22,5.80,2.26,Closed,0.00,0.00
120425,CIBOLO 4 1,South Central,1,1,Closed,5.8000,0.90,5.87,5.80,0.90,Closed,0.00,0.00
230056,BELLVILLE 3 1,Coast,1,1,Closed,5.8000,1.05,5.89,5.80,1.05,Closed,0.00,0.00
250270,DEPORT 2 1,North,1,1,Closed,5.8000,1.43,5.97,5.80,1.43,Closed,0.00,0.00
250120,OVERTON 1 1,East,1,1,Closed,5.8000,2.03,6.14,5.80,2.03,Closed,0.00,0.00
150049,STEPHENVILLE 2 1,North Central,1,1,Closed,5.8000,1.13,5.91,5.80,1.13,Closed,0.00,0.00
230173,MARQUEZ 1 1,East,1,1,Closed,5.7000,1.43,5.88,5.70,1.43,Closed,0.00,0.00
150029,CHICO 1 1,North Central,1,1,Closed,5.7000,1.58,5.91,5.70,1.58,Closed,0.00,0.00
230111,NAVASOTA 2 1,East,1,1,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
110346,MANVEL 2 1,Coast,1,1,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
230088,RICHARDS 1 1,Coast,1,1,Closed,5.7000,0.68,5.74,5.70,0.68,Closed,0.00,0.00
120250,ATASCOSA 2 1,South Central,1,1,Closed,5.7000,1.50,5.89,5.70,1.50,Closed,0.00,0.00
230026,INDUSTRY 2 1,South Central,1,1,Closed,5.7000,1.95,6.02,5.70,1.95,Closed,0.00,0.00
110628,SUGAR LAND 22 1,Coast,1,1,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
140233,CEDAR PARK 11 1,South Central,1,1,Closed,5.7000,1.28,5.84,5.70,1.28,Closed,0.00,0.00
220107,MIDLAND 20 1,Far West,1,1,Closed,5.7000,2.03,6.05,5.70,2.03,Closed,0.00,0.00
110621,SUGAR LAND 15 1,Coast,1,1,Closed,5.7000,1.50,5.89,5.70,1.50,Closed,0.00,0.00
140177,DRIFTWOOD 3 2,South Central,1,1,Closed,5.7000,1.80,5.98,5.70,1.80,Closed,0.00,0.00
220031,BIG SPRING 1 1,Far West,1,1,Closed,5.7000,0.30,5.71,5.70,0.30,Closed,0.00,0.00
210255,TROY 1 2,North Central,1,2,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
110596,WALLER 3 1,Coast,1,1,Closed,5.7000,2.11,6.08,5.70,2.11,Closed,0.00,0.00
210183,HARKER HEIGHTS 3 1,North Central,1,1,Closed,5.7000,1.80,5.98,5.70,1.80,Closed,0.00,0.00
140046,SPICEWOOD 2 1,South Central,1,1,Closed,5.7000,1.05,5.80,5.70,1.05,Closed,0.00,0.00
110193,KATY 10 1,Coast,1,1,Closed,5.7000,1.43,5.88,5.70,1.43,Closed,0.00,0.00
130368,FERRIS 3 2,North Central,1,1,Closed,5.7000,0.75,5.75,5.70,0.75,Closed,0.00,0.00
130344,SCURRY 3 1,North Central,1,1,Closed,5.7000,2.03,6.05,5.70,2.03,Closed,0.00,0.00
130340,KAUFMAN 5 1,North Central,1,2,Closed,5.7000,2.79,6.35,5.70,2.79,Closed,0.00,0.00
130334,WORTHAM 2 1,East,1,1,Closed,5.7000,1.80,5.98,5.70,1.80,Closed,0.00,0.00
110303,SPLENDORA 4 1,Coast,1,1,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
130314,RED OAK 4 1,North Central,1,2,Closed,5.7000,0.22,5.70,5.70,0.22,Closed,0.00,0.00
110551,DEER PARK 8 1,Coast,1,2,Closed,5.7000,1.43,5.88,5.70,1.43,Closed,0.00,0.00
200075,LOS FRESNOS 2 1,South,1,1,Closed,5.7000,0.68,5.74,5.70,0.68,Closed,0.00,0.00
130275,DALLAS 27 1,North Central,1,2,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
130263,LANCASTER 26 1,North Central,1,2,Closed,5.7000,2.49,6.22,5.70,2.49,Closed,0.00,0.00
190021,PAMPA 1 1,North,1,2,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
130230,DESOTO 15 1,North Central,1,1,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
130184,MESQUITE 23 1,North Central,1,1,Closed,5.7000,1.50,5.89,5.70,1.50,Closed,0.00,0.00
170514,TERRELL 10 1,North Central,1,2,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
130163,CARROLLTON 7 2,North Central,1,2,Closed,5.7000,2.26,6.13,5.70,2.26,Closed,0.00,0.00
170470,GUNTER 1 1,North,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
170455,PARIS 4 1,North,1,2,Closed,5.7000,0.75,5.75,5.70,0.75,Closed,0.00,0.00
170445,GAINESVILLE 2 1,North,1,2,Closed,5.7000,0.68,5.74,5.70,0.68,Closed,0.00,0.00
170414,GARLAND 75 1,North Central,1,2,Closed,5.7000,0.30,5.71,5.70,0.30,Closed,0.00,0.00
170387,ROWLETT 12 1,North Central,1,1,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
170352,GARLAND 36 1,North Central,1,2,Closed,5.7000,3.69,6.79,5.70,3.69,Closed,0.00,0.00
170330,GARLAND 19 1,North Central,1,2,Closed,5.7000,1.80,5.98,5.70,1.80,Closed,0.00,0.00
170314,LAVON 4 1,North Central,1,1,Closed,5.7000,1.35,5.86,5.70,1.35,Closed,0.00,0.00
130075,BALCH SPRINGS 4 2,North Central,1,2,Closed,5.7000,1.13,5.81,5.70,1.13,Closed,0.00,0.00
110257,KATY 54 1,Coast,1,1,Closed,5.7000,1.28,5.84,5.70,1.28,Closed,0.00,0.00
110857,CYPRESS 42 2,Coast,1,2,Closed,5.7000,3.69,6.79,5.70,3.69,Closed,0.00,0.00
130049,DALLAS 3 1,North Central,1,2,Closed,5.7000,0.00,5.70,5.70,0.00,Closed,0.00,0.00
110254,KATY 51 1,Coast,1,1,Closed,5.7000,0.75,5.75,5.70,0.75,Closed,0.00,0.00
170154,LAVON 1 1,North Central,1,1,Closed,5.7000,2.03,6.05,5.70,2.03,Closed,0.00,0.00
170129,MCKINNEY 9 1,North Central,1,2,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
170107,CARROLLTON 12 2,North Central,1,2,Closed,5.7000,4.60,7.32,5.70,4.60,Closed,0.00,0.00
170070,POWDERLY 1 1,North,1,1,Closed,5.7000,0.90,5.77,5.70,0.90,Closed,0.00,0.00
170056,VAN ALSTYNE 1 1,North,1,1,Closed,5.7000,1.58,5.91,5.70,1.58,Closed,0.00,0.00
110073,DANEVANG 1 1,Coast,1,1,Closed,5.7000,1.13,5.81,5.70,1.13,Closed,0.00,0.00
110240,KATY 37 1,Coast,1,1,Closed,5.7000,1.35,5.86,5.70,1.35,Closed,0.00,0.00
160104,PORT LAVACA 1 1,Coast,1,1,Closed,5.7000,1.95,6.02,5.70,1.95,Closed,0.00,0.00
270016,HALLETTSVILLE 1 1,South Central,1,1,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
260220,EULESS 4 1,North Central,1,1,Closed,5.7000,0.38,5.71,5.70,0.38,Closed,0.00,0.00
260140,BEDFORD 2 1,North Central,1,2,Closed,5.7000,0.98,5.78,5.70,0.98,Closed,0.00,0.00
260135,VENUS 2 1,North Central,1,1,Closed,5.7000,2.11,6.08,5.70,2.11,Closed,0.00,0.00
110154,WALLER 1 1,Coast,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
230197,PLANTERSVILLE 7 1,East,1,1,Closed,5.7000,1.80,5.98,5.70,1.80,Closed,0.00,0.00
150422,CHICO 4 1,North Central,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
260034,GRAND PRAIRIE 7 2,North Central,1,2,Closed,5.7000,1.80,5.98,5.70,1.80,Closed,0.00,0.00
260030,GRAND PRAIRIE 4 1,North Central,1,2,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
260015,MIDLOTHIAN 2 1,North Central,1,2,Closed,5.7000,3.09,6.48,5.70,3.09,Closed,0.00,0.00
120254,LACKLAND A F B 5 1,South Central,1,1,Closed,5.7000,1.28,5.84,5.70,1.28,Closed,0.00,0.00
250344,LUFKIN 16 1,East,1,2,Closed,5.7000,5.30,7.78,5.70,5.30,Closed,0.00,0.00
150385,GRAFORD 3 1,North Central,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
250306,ALTO 3 1,East,1,1,Closed,5.7000,1.95,6.02,5.70,1.95,Closed,0.00,0.00
250288,ELKHART 5 1,East,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
150358,IOWA PARK 4 1,North,1,1,Closed,5.7000,1.20,5.82,5.70,1.20,Closed,0.00,0.00
150330,CROWLEY 6 1,North Central,1,2,Closed,5.7000,2.71,6.31,5.70,2.71,Closed,0.00,0.00
250235,HAWKINS 4 1,East,1,1,Closed,5.7000,1.65,5.93,5.70,1.65,Closed,0.00,0.00
250211,BROWNSBORO 2 1,East,1,1,Closed,5.7000,1.58,5.91,5.70,1.58,Closed,0.00,0.00
150312,NAVAL AIR STATION_ JRB 12 2,North Central,1,2,Closed,5.7000,1.13,5.81,5.70,1.13,Closed,0.00,0.00
250280,LUFKIN 5 1,East,1,1,Closed,5.7000,0.68,5.74,5.70,0.68,Closed,0.00,0.00
110385,NEW WAVERLY 1 1,Coast,1,1,Closed,5.7000,0.75,5.75,5.70,0.75,Closed,0.00,0.00
150285,FORT WORTH 18 1,North Central,1,2,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
110709,HOUSTON 18 1,Coast,1,2,Closed,5.7000,0.38,5.71,5.70,0.38,Closed,0.00,0.00
250138,ARP 4 1,East,1,1,Closed,5.7000,1.65,5.93,5.70,1.65,Closed,0.00,0.00
250118,GALLATIN 2 1,East,1,1,Closed,5.7000,1.43,5.88,5.70,1.43,Closed,0.00,0.00
250099,SULPHUR SPRINGS 3 1,East,1,1,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
250083,COMO 2 1,East,1,1,Closed,5.7000,0.75,5.75,5.70,0.75,Closed,0.00,0.00
250081,BRASHEAR 1 1,East,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
150209,FORT WORTH 9 1,North Central,1,2,Closed,5.7000,3.01,6.45,5.70,3.01,Closed,0.00,0.00
150192,BURLESON 5 1,North Central,1,1,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
150339,KENNEDALE 6 1,North Central,1,1,Closed,5.7000,0.68,5.74,5.70,0.68,Closed,0.00,0.00
240179,GOODFELLOW AFB 8 1,West,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
150160,CLEBURNE 2 1,North Central,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
240134,VOSS 1 1,West,1,1,Closed,5.7000,1.50,5.89,5.70,1.50,Closed,0.00,0.00
240095,BANGS 1 1,North Central,1,1,Closed,5.7000,0.98,5.78,5.70,0.98,Closed,0.00,0.00
240077,WALL 1 1,West,1,1,Closed,5.7000,1.58,5.91,5.70,1.58,Closed,0.00,0.00
150061,GRAFORD 2 1,North Central,1,1,Closed,5.7000,1.88,6.00,5.70,1.88,Closed,0.00,0.00
150054,CRESSON 1 1,North Central,1,1,Closed,5.7000,1.95,6.02,5.70,1.95,Closed,0.00,0.00
150046,DUBLIN 1 1,North Central,1,1,Closed,5.7000,1.73,5.96,5.70,1.73,Closed,0.00,0.00
230199,FRANKLIN 5 1,East,1,1,Closed,5.7000,0.45,5.72,5.70,0.45,Closed,0.00,0.00
230192,PLANTERSVILLE 6 1,East,1,1,Closed,5.7000,1.28,5.84,5.70,1.28,Closed,0.00,0.00
110636,SUGAR LAND 29 2,Coast,1,1,Closed,5.6000,1.28,5.74,5.60,1.28,Closed,0.00,0.00
110337,BELLAIRE 18 2,Coast,1,2,Closed,5.6000,2.03,5.96,5.60,2.03,Closed,0.00,0.00
220036,MIDLAND 2 1,Far West,1,1,Closed,5.6000,1.95,5.93,5.60,1.95,Closed,0.00,0.00
