UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
4003,210108,BUCKHOLTS 1 1,230145,ROCKDALE 3 1,1,Closed,Line,NO,0.00194,0.01255,0.08111,249.799991,249.799991,249.799991
4004,110339,BELLAIRE 19 2,110338,BELLAIRE 19 1,1,Closed,Transformer,YES,0.00153,0.04585,0,249.900007,249.900007,249.900007
4005,230167,FRANKLIN 2 1,230247,BREMOND 3 1,1,Closed,Line,NO,0.00665,0.03934,0.05274,249.900007,249.900007,249.900007
4006,160003,ENCINO 1 1,200076,ENCINO 3 1,1,Closed,Line,NO,0.00612,0.03457,0.02052,249.900007,249.900007,249.900007
4007,120070,HONDO 5 1,120122,HONDO 7 1,1,Closed,Line,NO,0.00623,0.02948,0.0107,249.900007,249.900007,249.900007
4008,240040,COMSTOCK 3 1,240037,COMSTOCK 2 1,1,Closed,Line,NO,0.00968,0.05865,0.0251,249.900007,249.900007,249.900007
4009,150082,GRANBURY 1 1,150411,GLEN ROSE 3 1,1,Closed,Line,NO,0.00406,0.02582,0.02286,249.900007,249.900007,249.900007
4010,270032,CUERO 1 1,270049,CUERO 2 1,1,Closed,Line,NO,0.00237,0.01506,0.01954,250,250,250
4011,140015,BASTROP 2 1,140039,BASTROP 4 1,1,Closed,Line,NO,0.00147,0.00913,0.00451,250,250,250
4012,210021,CRANFILLS GAP 3 1,210007,CRANFILLS GAP 2 1,1,Closed,Line,NO,0.00504,0.03082,0.01586,250,250,250
4013,130030,BARRY 3 1,130010,BARRY 2 1,1,Closed,Line,NO,0.00239,0.01295,0.0132,250,250,250
4014,260104,COPPELL 9 2,260103,COPPELL 9 1,1,Closed,Transformer,YES,0.00213,0.05729,0,250.099993,250.099993,250.099993
4015,210357,EDDY 2 1,210358,EDDY 2 2,1,Closed,Transformer,YES,0.0022,0.05514,0,250.099993,250.099993,250.099993
4016,260011,LEROY 1 1,210197,WEST 1 1,1,Closed,Line,NO,0.00602,0.0325,0.01931,250.099993,250.099993,250.099993
4017,210176,KILLEEN 4 2,210175,KILLEEN 4 1,1,Closed,Transformer,YES,0.00156,0.0508,0,250.099993,250.099993,250.099993
4018,210078,MULLIN 3 1,210079,GOLDTHWAITE 1 1,1,Closed,Line,NO,0.00387,0.02225,0.01931,250.099993,250.099993,250.099993
4019,180018,LAREDO 13 1,180065,ENCINAL 5 1,1,Closed,Line,NO,0.00714,0.04042,0.15624,250.099993,250.099993,250.099993
4020,170029,LONE OAK 2 1,170487,LONE OAK 4 1,1,Closed,Line,NO,0.00409,0.01828,0.00664,250.099993,250.099993,250.099993
4021,111019,WALLISVILLE 2 1,110395,MONT BELVIEU 2 1,1,Closed,Line,NO,0.00758,0.04433,0.01545,250.099993,250.099993,250.099993
4022,170145,LITTLE ELM 1 1,170447,VALLEY VIEW 2 1,1,Closed,Line,NO,0.01589,0.09312,0.02847,250.200009,250.200009,250.200009
4023,250249,WHITEHOUSE 3 1,250230,WHITEHOUSE 2 1,1,Closed,Line,NO,0.00153,0.00982,0.01106,250.200009,250.200009,250.200009
4024,140040,SMITHVILLE 5 1,140026,SMITHVILLE 3 1,1,Closed,Line,NO,0.00102,0.00603,0.00791,250.300002,250.300002,250.300002
4025,150283,KELLER 12 1,150293,KELLER 13 1,1,Closed,Line,NO,0.00256,0.01492,0.00267,250.300002,250.300002,250.300002
4026,270040,SCHULENBURG 7 1,270041,OAKLAND 2 1,1,Closed,Line,NO,0.00321,0.02595,0.03348,250.399995,250.399995,250.399995
4027,270013,WAELDER 1 1,270059,ROSANKY 2 1,1,Closed,Line,NO,0.00544,0.03439,0.02007,250.399995,250.399995,250.399995
4028,180035,BENAVIDES 1 1,180037,REALITOS 1 1,1,Closed,Line,NO,0.01516,0.08999,0.05083,250.399995,250.399995,250.399995
4029,230138,CAMERON 3 1,230214,CAMERON 4 1,1,Closed,Line,NO,0.00523,0.02379,0.01017,250.500011,250.500011,250.500011
4030,170063,BONHAM 2 1,170059,WINDOM 1 1,1,Closed,Line,NO,0.00584,0.03773,0.01336,250.500011,250.500011,250.500011
4031,110089,PALACIOS 1 1,110105,MATAGORDA 2 1,1,Closed,Line,NO,0.01072,0.07485,0.02906,250.600004,250.600004,250.600004
4032,170452,GAINESVILLE 5 1,170451,GAINESVILLE 4 2,1,Closed,Line,NO,0.0009,0.00632,0.00519,250.600004,250.600004,250.600004
4033,130010,BARRY 2 1,130026,PURDON 2 1,1,Closed,Line,NO,0.0037,0.01768,0.00603,250.600004,250.600004,250.600004
4034,170020,LADONIA 1 1,170015,COMMERCE 1 1,1,Closed,Line,NO,0.00392,0.02045,0.00963,250.600004,250.600004,250.600004
4035,230046,WASHINGTON 2 1,230089,SNOOK 1 1,1,Closed,Line,NO,0.00522,0.03031,0.0351,250.699997,250.699997,250.699997
4036,190081,AMARILLO 10 1,190096,AMARILLO 19 1,1,Closed,Line,NO,0.00078,0.00453,0.01016,250.699997,250.699997,250.699997
4037,111178,NEW WAVERLY 5 1,110385,NEW WAVERLY 1 1,1,Closed,Line,NO,0.00257,0.01526,0.00968,250.699997,250.699997,250.699997
4038,250104,TALCO 1 1,250272,MOUNT VERNON 2 1,1,Closed,Line,NO,0.00689,0.03467,0.01585,250.699997,250.699997,250.699997
4039,230045,WASHINGTON 1 1,230044,BRENHAM 4 1,1,Closed,Line,NO,0.00363,0.0194,0.00673,250.79999,250.79999,250.79999
4040,180014,LAREDO 9 2,180065,ENCINAL 5 1,1,Closed,Line,NO,0.00678,0.04391,0.03993,250.79999,250.79999,250.79999
4041,220173,LENORAH 1 2,220172,LENORAH 1 1,1,Closed,Transformer,YES,0.00033,0.02381,0,250.79999,250.79999,250.79999
4042,250034,POINT 1 1,250286,EMORY 2 1,1,Closed,Line,NO,0.00307,0.01643,0.02019,250.79999,250.79999,250.79999
4043,250001,FRUITVALE 1 1,250018,FRUITVALE 2 1,1,Closed,Line,NO,0.00196,0.01363,0.00753,250.79999,250.79999,250.79999
4044,230229,COLLEGE STATION 7 1,230223,BRYAN 9 1,1,Closed,Line,NO,0.00296,0.01693,0.00459,250.900006,250.900006,250.900006
4045,130030,BARRY 3 1,130008,BARRY 1 1,1,Closed,Line,NO,0.00494,0.0196,0.01566,250.900006,250.900006,250.900006
4046,230045,WASHINGTON 1 1,230095,WASHINGTON 5 1,1,Closed,Line,NO,0.00689,0.02873,0.02778,250.999999,250.999999,250.999999
4047,250235,HAWKINS 4 1,250103,HAWKINS 2 1,1,Closed,Line,NO,0.00573,0.0268,0.00626,250.999999,250.999999,250.999999
4048,170454,PARIS 3 1,170539,PARIS 6 2,1,Closed,Line,NO,0.00111,0.00516,0.01466,250.999999,250.999999,250.999999
4049,260013,MAYPEARL 1 1,260195,MIDLOTHIAN 6 1,1,Closed,Line,NO,0.0037,0.01705,0.00964,251.099992,251.099992,251.099992
4050,270068,GILLETT 1 1,120140,STOCKDALE 2 1,1,Closed,Line,NO,0.00696,0.03874,0.01657,251.099992,251.099992,251.099992
4051,120064,D HANIS 2 1,120070,HONDO 5 1,1,Closed,Line,NO,0.00644,0.03606,0.01873,251.099992,251.099992,251.099992
4052,210056,OGLESBY 4 1,210059,MOODY 1 1,1,Closed,Line,NO,0.00204,0.0139,0.035,251.200008,251.200008,251.200008
4053,210037,COPPERAS COVE 1 1,210294,COPPERAS COVE 3 1,1,Closed,Line,NO,0.00749,0.03898,0.01423,251.200008,251.200008,251.200008
4054,111026,ANAHUAC 2 1,111019,WALLISVILLE 2 1,1,Closed,Line,NO,0.00357,0.01901,0.01296,251.200008,251.200008,251.200008
4055,110789,HOUSTON 31 2,110788,HOUSTON 31 1,1,Closed,Transformer,YES,0.00182,0.05375,0,251.200008,251.200008,251.200008
4056,150300,FORT WORTH 20 2,150299,FORT WORTH 20 1,1,Closed,Transformer,YES,0.00156,0.04812,0,251.200008,251.200008,251.200008
4057,120064,D HANIS 2 1,120178,D HANIS 3 1,1,Closed,Line,NO,0.0026,0.01511,0.01611,251.300001,251.300001,251.300001
4058,270088,CUERO 6 1,270049,CUERO 2 1,1,Closed,Line,NO,0.00247,0.01795,0.00534,251.50001,251.50001,251.50001
4059,110073,DANEVANG 1 1,110128,EL CAMPO 3 1,1,Closed,Line,NO,0.0046,0.02508,0.01599,251.50001,251.50001,251.50001
4060,250004,MABANK 2 1,130001,MABANK 1 1,1,Closed,Line,NO,0.00505,0.02556,0.02018,251.50001,251.50001,251.50001
4061,170007,LINDSAY 2 1,170453,GAINESVILLE 6 1,1,Closed,Line,NO,0.00192,0.01306,0.00667,251.50001,251.50001,251.50001
4062,240172,GOODFELLOW AFB 3 1,240175,GOODFELLOW AFB 6 1,1,Closed,Line,NO,0.00116,0.00723,0.00236,251.50001,251.50001,251.50001
4063,270157,SAN MARCOS 3 2,270156,SAN MARCOS 3 1,1,Closed,Transformer,YES,0.00163,0.05239,0,251.50001,251.50001,251.50001
4064,150222,HALTOM CITY 4 1,150229,NORTH RICHLAND HILLS 4 1,1,Closed,Line,NO,0.00265,0.0138,0.00498,251.50001,251.50001,251.50001
4065,210295,EARLY 3 1,210068,EARLY 1 1,1,Closed,Line,NO,0.00468,0.02327,0.00699,251.600003,251.600003,251.600003
4066,250061,HUNTINGTON 1 1,250281,LUFKIN 6 1,1,Closed,Line,NO,0.00246,0.01333,0.0869,251.600003,251.600003,251.600003
4067,250016,CAYUGA 1 1,250074,CAYUGA 2 1,1,Closed,Line,NO,0.00364,0.02162,0.02695,251.600003,251.600003,251.600003
4068,150023,PARADISE 2 1,150465,BRIDGEPORT 4 2,1,Closed,Line,NO,0.00233,0.01319,0.01407,251.600003,251.600003,251.600003
4069,150069,GORDON 1 1,150079,LIPAN 1 1,1,Closed,Line,NO,0.00591,0.03803,0.06179,251.600003,251.600003,251.600003
4070,160061,ALICE 3 1,160029,ALICE 2 1,1,Closed,Line,NO,0.00073,0.00408,0.00233,251.600003,251.600003,251.600003
4071,110897,GALVESTON 4 1,110767,PORT BOLIVAR 1 1,1,Closed,Line,NO,0.00532,0.03173,0.04554,251.600003,251.600003,251.600003
4072,270014,GONZALES 1 1,270062,LULING 2 1,1,Closed,Line,NO,0.01333,0.07005,0.02247,251.600003,251.600003,251.600003
4073,140019,CEDAR CREEK 3 1,140039,BASTROP 4 1,1,Closed,Line,NO,0.00429,0.02433,0.02488,251.699996,251.699996,251.699996
4074,110173,HUMBLE 6 2,110172,HUMBLE 6 1,1,Closed,Transformer,YES,0.00132,0.03835,0,251.699996,251.699996,251.699996
4075,160131,FANNIN 4 1,160126,REFUGIO 1 1,1,Closed,Line,NO,0.00501,0.03071,0.02891,251.699996,251.699996,251.699996
4076,140024,ROSANKY 1 1,140026,SMITHVILLE 3 1,1,Closed,Line,NO,0.01382,0.0749,0.029,251.799989,251.799989,251.799989
4077,170247,PLANO 8 2,170246,PLANO 8 1,1,Closed,Transformer,YES,0.00042,0.01311,0,251.799989,251.799989,251.799989
4078,120082,COMFORT 1 1,120080,FREDERICKSBURG 4 1,1,Closed,Line,NO,0.00553,0.03622,0.02028,251.799989,251.799989,251.799989
4079,210204,CHINA SPRING 5 1,260005,PENELOPE 1 1,1,Closed,Line,NO,0.0145,0.06948,0.04092,251.900005,251.900005,251.900005
4080,240051,COMSTOCK 6 1,240058,COMSTOCK 8 1,1,Closed,Line,NO,0.00429,0.02247,0.02191,251.999998,251.999998,251.999998
4081,210197,WEST 1 1,210013,AQUILLA 1 1,1,Closed,Line,NO,0.00475,0.02445,0.01552,251.999998,251.999998,251.999998
4082,170032,KAUFMAN 7 1,170034,WILLS POINT 2 1,1,Closed,Line,NO,0.00302,0.01916,0.00905,251.999998,251.999998,251.999998
4083,120133,SUTHERLAND SPRINGS 1 1,120144,FALLS CITY 3 1,1,Closed,Line,NO,0.00991,0.07437,0.02992,251.999998,251.999998,251.999998
4084,120165,COMFORT 7 1,120127,COMFORT 5 1,1,Closed,Line,NO,0.00231,0.016,0.01844,251.999998,251.999998,251.999998
4085,120185,LEMING 4 1,120045,LEMING 3 1,1,Closed,Line,NO,0.00395,0.01911,0.01016,251.999998,251.999998,251.999998
4086,190079,AMARILLO 8 1,190080,AMARILLO 9 1,1,Closed,Line,NO,0.00241,0.01331,0.02307,252.099991,252.099991,252.099991
4087,120013,CALLIHAM 1 1,160001,OAKVILLE 1 1,1,Closed,Line,NO,0.00944,0.05555,0.02576,252.099991,252.099991,252.099991
4088,180144,BRUNI 4 1,180145,BRUNI 4 2,1,Closed,Transformer,YES,0.00201,0.0665,0,252.099991,252.099991,252.099991
4089,180012,LAREDO 8 1,180016,LAREDO 11 1,1,Closed,Line,NO,0.00081,0.00492,0.01304,252.099991,252.099991,252.099991
4090,150258,KELLER 4 1,150247,JUSTIN 2 1,1,Closed,Line,NO,0.0033,0.0172,0.01325,252.099991,252.099991,252.099991
4091,260024,KENNEDALE 11 1,150141,HALTOM CITY 1 1,1,Closed,Line,NO,0.0033,0.01599,0.00983,252.200007,252.200007,252.200007
4092,190151,ADRIAN 2 1,190152,ADRIAN 2 2,11,Closed,Transformer,YES,0,0.01,0,252.200007,252.200007,252.200007
4093,180102,SAN ISIDRO 2 1,200055,DELMITA 1 1,1,Closed,Line,NO,0.00721,0.03675,0.0142,252.200007,252.200007,252.200007
4094,120143,FALLS CITY 2 1,120144,FALLS CITY 3 1,1,Closed,Line,NO,0.0071,0.03606,0.01394,252.200007,252.200007,252.200007
4095,111170,SUGAR LAND 74 2,111169,SUGAR LAND 74 1,1,Closed,Transformer,YES,0.00172,0.05416,0,252.3,252.3,252.3
4096,120059,LYTLE 1 1,120037,NATALIA 1 1,1,Closed,Line,NO,0.00187,0.01186,0.00689,252.399993,252.399993,252.399993
4097,250297,STREETMAN 1 1,250074,CAYUGA 2 1,1,Closed,Line,NO,0.00375,0.01801,0.00625,252.399993,252.399993,252.399993
4098,190078,AMARILLO 7 1,190089,AMARILLO 15 1,1,Closed,Line,NO,0.00392,0.02464,0.0091,252.399993,252.399993,252.399993
4099,180113,FALCON HEIGHTS 1 1,180117,FALCON HEIGHTS 1 5,1,Closed,Transformer,YES,0.00206,0.05205,0,252.399993,252.399993,252.399993
4100,130039,WILMER 2 1,130220,LANCASTER 14 1,1,Closed,Line,NO,0.00318,0.01725,0.00452,252.399993,252.399993,252.399993
4101,160024,ORANGE GROVE 2 1,160049,AGUA DULCE 2 1,1,Closed,Line,NO,0.00723,0.03653,0.01321,252.399993,252.399993,252.399993
4102,260188,HUBBARD 2 1,260009,HUBBARD 1 1,1,Closed,Line,NO,0.00277,0.01569,0.00797,252.50001,252.50001,252.50001
4103,240051,COMSTOCK 6 1,240201,LAUGHLIN A F B 10 1,1,Closed,Line,NO,0.01406,0.09647,0.03197,252.50001,252.50001,252.50001
4104,210021,CRANFILLS GAP 3 1,210003,CRANFILLS GAP 1 1,1,Closed,Line,NO,0.00599,0.03186,0.01153,252.50001,252.50001,252.50001
4105,120091,KERRVILLE 1 1,120097,KERRVILLE 2 1,1,Closed,Line,NO,0.00221,0.01203,0.05094,252.50001,252.50001,252.50001
4106,180024,LAREDO 18 1,180018,LAREDO 13 1,1,Closed,Line,NO,0.00344,0.014,0.00311,252.50001,252.50001,252.50001
4107,180011,LAREDO 7 1,180033,LAREDO 25 1,1,Closed,Line,NO,0.00323,0.02277,0.00417,252.50001,252.50001,252.50001
4108,250179,LATEXO 1 1,250185,LATEXO 2 1,1,Closed,Line,NO,0.00552,0.02726,0.02051,252.50001,252.50001,252.50001
4109,270061,HARWOOD 2 1,270058,LULING 1 1,1,Closed,Line,NO,0.00431,0.01543,0.01453,252.50001,252.50001,252.50001
4110,230133,SNOOK 3 1,230089,SNOOK 1 1,1,Closed,Line,NO,0.00288,0.01817,0.01368,252.600002,252.600002,252.600002
4111,200023,HARLINGEN 1 1,200075,LOS FRESNOS 2 1,1,Closed,Line,NO,0.01332,0.06922,0.04342,252.600002,252.600002,252.600002
4112,250345,REKLAW 4 1,250349,REKLAW 4 5,1,Closed,Transformer,YES,0.00061,0.03633,0,252.600002,252.600002,252.600002
4113,120082,COMFORT 1 1,120165,COMFORT 7 1,1,Closed,Line,NO,0.00261,0.01632,0.02354,252.699995,252.699995,252.699995
4114,210005,JONESBORO 1 1,210006,JONESBORO 2 1,1,Closed,Line,NO,0.00622,0.02931,0.01806,252.699995,252.699995,252.699995
4115,190098,AMARILLO 21 1,190102,AMARILLO 25 1,1,Closed,Line,NO,0.00172,0.01132,0.01913,252.699995,252.699995,252.699995
4116,190002,CANYON 1 1,190015,CANYON 3 1,1,Closed,Line,NO,0.00249,0.01283,0.013,252.699995,252.699995,252.699995
4117,110140,BROOKSHIRE 2 1,110148,BROOKSHIRE 5 1,1,Closed,Line,NO,0.00241,0.015,0.0099,252.699995,252.699995,252.699995
4118,220161,ODESSA 19 2,220082,ODESSA 7 1,1,Closed,Line,NO,0.00537,0.02842,0.00501,252.800012,252.800012,252.800012
4119,111056,SPRING 26 2,111055,SPRING 26 1,1,Closed,Transformer,YES,0.00133,0.0341,0,252.800012,252.800012,252.800012
4120,120076,WILLOW CITY 1 1,120078,FREDERICKSBURG 2 1,1,Closed,Line,NO,0.00475,0.02796,0.01084,252.800012,252.800012,252.800012
4121,170030,WILLS POINT 1 1,250319,WILLS POINT 3 1,1,Closed,Line,NO,0.00243,0.01603,0.00395,252.800012,252.800012,252.800012
4122,120015,BATESVILLE 1 1,180044,CRYSTAL CITY 1 1,1,Closed,Line,NO,0.01373,0.07466,0.02341,252.800012,252.800012,252.800012
4123,230288,COLLEGE STATION 12 1,230291,COLLEGE STATION 12 4,1,Closed,Transformer,YES,0.00038,0.0246,0,252.900004,252.900004,252.900004
4124,230133,SNOOK 3 1,230227,SNOOK 5 1,1,Closed,Line,NO,0.00194,0.01264,0.03267,252.900004,252.900004,252.900004
4125,220129,BIG SPRING 8 2,220031,BIG SPRING 1 1,1,Closed,Line,NO,0.00473,0.02501,0.00959,252.900004,252.900004,252.900004
4126,170582,GREENVILLE 9 1,170583,GREENVILLE 9 2,1,Closed,Transformer,YES,0.00144,0.04085,0,252.900004,252.900004,252.900004
4127,150356,IOWA PARK 3 1,150358,IOWA PARK 4 1,1,Closed,Line,NO,0.00155,0.00906,0.00398,252.900004,252.900004,252.900004
4128,240133,NOLAN 2 1,240211,SWEETWATER 2 1,1,Closed,Line,NO,0.00156,0.00999,0.00459,252.999997,252.999997,252.999997
4129,180089,LAREDO 28 1,180014,LAREDO 9 2,1,Closed,Line,NO,0.00432,0.02392,0.01216,252.999997,252.999997,252.999997
4130,180006,LAREDO 2 1,180019,LAREDO 14 1,1,Closed,Line,NO,0.00147,0.00921,0.01038,252.999997,252.999997,252.999997
4131,200056,LINN 1 1,200176,PENITAS 2 2,1,Closed,Line,NO,0.00428,0.02764,0.03405,253.09999,253.09999,253.09999
4132,270012,WILLOW CITY 3 1,120087,FREDERICKSBURG 5 1,1,Closed,Line,NO,0.00718,0.04129,0.01834,253.09999,253.09999,253.09999
4133,170057,TRENTON 1 1,170492,LEONARD 1 1,1,Closed,Line,NO,0.00392,0.02023,0.01469,253.09999,253.09999,253.09999
4134,250211,BROWNSBORO 2 1,250026,BEN WHEELER 3 1,1,Closed,Line,NO,0.00258,0.01495,0.03892,253.09999,253.09999,253.09999
4135,260013,MAYPEARL 1 1,260200,MIDLOTHIAN 9 1,1,Closed,Line,NO,0.00452,0.02588,0.02127,253.09999,253.09999,253.09999
4136,230120,ROCKDALE 1 1,230121,ROCKDALE 2 1,1,Closed,Line,NO,0.00504,0.02569,0.02085,253.200006,253.200006,253.200006
4137,160234,TIVOLI 5 1,160240,TIVOLI 5 7,1,Closed,Transformer,YES,0.00089,0.05252,0,253.200006,253.200006,253.200006
4138,160122,SEADRIFT 1 1,160125,PORT O CONNOR 1 1,1,Closed,Line,NO,0.0068,0.0468,0.02317,253.200006,253.200006,253.200006
4139,220056,MIDLAND 5 1,220060,TARZAN 1 1,1,Closed,Line,NO,0.01298,0.08043,0.07317,253.299999,253.299999,253.299999
4140,250139,EASTON 1 1,250253,EASTON 2 1,1,Closed,Line,NO,0.00564,0.02715,0.00693,253.299999,253.299999,253.299999
4141,150530,MUENSTER 6 2,170007,LINDSAY 2 1,1,Closed,Line,NO,0.00426,0.02815,0.01531,253.299999,253.299999,253.299999
4142,230296,MARLIN 3 1,210314,MARLIN 2 1,1,Closed,Line,NO,0.00234,0.01329,0.00309,253.399992,253.399992,253.399992
4143,160051,GREGORY 1 1,160186,ARANSAS PASS 4 1,1,Closed,Line,NO,0.01079,0.05922,0.01425,253.399992,253.399992,253.399992
4144,230079,NAVASOTA 1 1,230095,WASHINGTON 5 1,1,Closed,Line,NO,0.00536,0.02679,0.02785,253.500009,253.500009,253.500009
4145,170578,CADDO MILLS 6 1,170579,CADDO MILLS 6 2,1,Closed,Transformer,YES,0.00188,0.05647,0,253.500009,253.500009,253.500009
4146,230131,SNOOK 2 1,230227,SNOOK 5 1,1,Closed,Line,NO,0.00166,0.00831,0.00714,253.500009,253.500009,253.500009
4147,250058,ETOILE 1 1,250063,ZAVALLA 1 1,1,Closed,Line,NO,0.00271,0.01708,0.09399,253.500009,253.500009,253.500009
4148,230231,COLLEGE STATION 9 1,230224,COLLEGE STATION 4 1,1,Closed,Line,NO,0.00215,0.01347,0.01169,253.600001,253.600001,253.600001
4149,180083,MIRANDO CITY 4 1,180127,HEBBRONVILLE 3 1,1,Closed,Line,NO,0.01154,0.05969,0.01095,253.600001,253.600001,253.600001
4150,111002,BELLAIRE 33 1,110712,HOUSTON 20 1,1,Closed,Line,NO,0.00243,0.01164,0.00491,253.600001,253.600001,253.600001
4151,240078,MILES 1 1,240139,WINGATE 2 1,1,Closed,Line,NO,0.00908,0.04793,0.15592,253.600001,253.600001,253.600001
4152,190004,AMARILLO 2 1,190089,AMARILLO 15 1,1,Closed,Line,NO,0.00184,0.01228,0.00303,253.699994,253.699994,253.699994
4153,170100,ADDISON 14 1,170102,ADDISON 15 1,1,Closed,Line,NO,0.00213,0.0107,0.00428,253.699994,253.699994,253.699994
4154,170100,ADDISON 14 1,170092,ADDISON 12 1,1,Closed,Line,NO,0.00176,0.00959,0.01014,253.699994,253.699994,253.699994
4155,190015,CANYON 3 1,190092,AMARILLO 16 1,1,Closed,Line,NO,0.00615,0.0294,0.03186,253.699994,253.699994,253.699994
4156,170576,WHITEWRIGHT 2 1,170577,WHITEWRIGHT 2 2,1,Closed,Transformer,YES,0.00119,0.03563,0,253.800011,253.800011,253.800011
4157,170469,DENISON 5 1,170035,DENISON 1 1,1,Closed,Line,NO,0.00198,0.0115,0.0102,253.800011,253.800011,253.800011
4158,160055,SANDIA 3 1,160025,MATHIS 1 1,1,Closed,Line,NO,0.00279,0.02179,0.00647,253.800011,253.800011,253.800011
4159,150182,GODLEY 4 1,150405,GRANBURY 6 1,1,Closed,Line,NO,0.01485,0.06337,0.01689,253.800011,253.800011,253.800011
4160,150083,BLUFF DALE 4 1,150408,TOLAR 2 1,1,Closed,Line,NO,0.00344,0.02424,0.01906,253.800011,253.800011,253.800011
4161,120010,KNIPPA 3 1,120024,D HANIS 1 1,1,Closed,Line,NO,0.01039,0.05166,0.01973,253.900003,253.900003,253.900003
4162,190017,AMARILLO 5 1,190094,AMARILLO 17 1,1,Closed,Line,NO,0.00255,0.01329,0.05283,253.900003,253.900003,253.900003
4163,111411,LANE CITY 3 1,111412,LANE CITY 3 2,1,Closed,Transformer,YES,0.00137,0.042,0,253.999996,253.999996,253.999996
4164,140024,ROSANKY 1 1,140020,RED ROCK 1 1,1,Closed,Line,NO,0.00754,0.03256,0.01191,253.999996,253.999996,253.999996
4165,190088,CANYON 4 1,190091,CANYON 6 1,1,Closed,Line,NO,0.00464,0.02222,0.00561,253.999996,253.999996,253.999996
4166,130160,CARROLLTON 6 1,130154,ADDISON 5 1,1,Closed,Line,NO,0.00201,0.00957,0.00751,253.999996,253.999996,253.999996
4167,150077,BLUFF DALE 2 1,150089,MINGUS 2 1,1,Closed,Line,NO,0.01211,0.06463,0.04546,253.999996,253.999996,253.999996
4168,110129,BROOKSHIRE 1 1,110147,BROOKSHIRE 4 1,1,Closed,Line,NO,0.00226,0.01521,0.01849,253.999996,253.999996,253.999996
4169,230034,ELLINGER 1 1,230002,SCHULENBURG 3 1,1,Closed,Line,NO,0.00231,0.01289,0.02075,254.099989,254.099989,254.099989
4170,140147,AUSTIN 42 2,140146,AUSTIN 42 1,1,Closed,Transformer,YES,0.00165,0.04803,0,254.099989,254.099989,254.099989
4171,220005,VAN HORN 1 1,220004,SALT FLAT 1 1,1,Closed,Line,NO,0.03096,0.19729,0.10221,254.099989,254.099989,254.099989
4172,210036,EVANT 2 1,210035,PURMELA 1 1,1,Closed,Line,NO,0.00649,0.03508,0.01676,254.099989,254.099989,254.099989
4173,250102,COOKVILLE 3 1,250080,COOKVILLE 2 1,1,Closed,Line,NO,0.00159,0.00992,0.00603,254.099989,254.099989,254.099989
4174,190013,AMARILLO 4 1,190022,PANHANDLE 2 1,1,Closed,Line,NO,0.00856,0.04439,0.05717,254.099989,254.099989,254.099989
4175,230251,NEW WAVERLY 7 1,110385,NEW WAVERLY 1 1,1,Closed,Line,NO,0.00294,0.01863,0.03217,254.099989,254.099989,254.099989
4176,260076,MANSFIELD 5 1,260064,MANSFIELD 1 1,1,Closed,Line,NO,0.00196,0.0119,0.00501,254.200006,254.200006,254.200006
4177,230130,SOMERVILLE 1 1,230131,SNOOK 2 1,1,Closed,Line,NO,0.00213,0.01202,0.00348,254.299998,254.299998,254.299998
4178,210040,OGLESBY 3 1,210056,OGLESBY 4 1,1,Closed,Line,NO,0.00472,0.02618,0.00796,254.299998,254.299998,254.299998
4179,190091,CANYON 6 1,190092,AMARILLO 16 1,1,Closed,Line,NO,0.00226,0.01565,0.01787,254.299998,254.299998,254.299998
4180,150048,STEPHENVILLE 1 1,150059,STEPHENVILLE 3 1,1,Closed,Line,NO,0.00344,0.02616,0.01271,254.399991,254.399991,254.399991
4181,110169,HUMBLE 4 1,110174,HOUSTON 2 1,1,Closed,Line,NO,0.00225,0.01221,0.00482,254.399991,254.399991,254.399991
4182,180081,MIRANDO CITY 3 1,180083,MIRANDO CITY 4 1,1,Closed,Line,NO,0.00702,0.03065,0.01292,254.399991,254.399991,254.399991
4183,170457,HONEY GROVE 2 1,170059,WINDOM 1 1,1,Closed,Line,NO,0.00302,0.01748,0.01174,254.399991,254.399991,254.399991
4184,210288,KEMPNER 5 1,210290,KEMPNER 6 1,1,Closed,Line,NO,0.0026,0.0117,0.00596,254.500008,254.500008,254.500008
4185,270064,DALE 4 1,140030,RED ROCK 2 1,1,Closed,Line,NO,0.00266,0.019,0.02587,254.6,254.6,254.6
4186,230142,REAGAN 1 1,230175,REAGAN 2 1,1,Closed,Line,NO,0.00289,0.01873,0.00399,254.6,254.6,254.6
4187,250280,LUFKIN 5 1,250060,LUFKIN 4 1,1,Closed,Line,NO,0.00187,0.00956,0.00764,254.6,254.6,254.6
4188,230044,BRENHAM 4 1,230017,BRENHAM 2 1,1,Closed,Line,NO,0.00364,0.02193,0.01032,254.699993,254.699993,254.699993
4189,230134,CALVERT 1 1,230278,BREMOND 4 2,1,Closed,Line,NO,0.00241,0.01739,0.05327,254.699993,254.699993,254.699993
4190,230218,ROCKDALE 4 1,230120,ROCKDALE 1 1,1,Closed,Line,NO,0.00171,0.01086,0.00317,254.699993,254.699993,254.699993
4191,170063,BONHAM 2 1,170039,BONHAM 1 1,1,Closed,Line,NO,0.0022,0.01267,0.00447,254.699993,254.699993,254.699993
4192,200014,LA FERIA 1 1,200145,COMBES 4 1,1,Closed,Line,NO,0.00456,0.02109,0.01829,254.699993,254.699993,254.699993
