,UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
4189,4190,230218,ROCKDALE_4_1,230120,ROCKDALE_1_1,1,Closed,Line,NO,0.0017100000000000001,0.01086,0.00317,254.699993,254.699993,254.699993
4190,4191,170063,BONHAM_2_1,170039,BONHAM_1_1,1,Closed,Line,NO,0.0022,0.01267,0.00447,254.699993,254.699993,254.699993
4191,4192,200014,LA_FERIA_1_1,200145,COMBES_4_1,1,Closed,Line,NO,0.00456,0.02109,0.01829,254.699993,254.699993,254.699993
4192,4193,120447,PEARSALL_6_1,120453,PEARSALL_6_7,1,Closed,Transformer,YES,0.00065,0.043230000000000005,0.0,254.699993,254.699993,254.699993
4193,4194,260088,ALVARADO_1_1,150161,KEENE_1_1,1,Closed,Line,NO,0.0031899999999999997,0.01653,0.022369999999999998,254.699993,254.699993,254.699993
4194,4195,111409,ORCHARD_2_1,111410,ORCHARD_2_2,1,Closed,Transformer,YES,0.00146,0.04385,0.0,254.80001000000001,254.80001000000001,254.80001000000001
4195,4196,230173,MARQUEZ_1_1,230167,FRANKLIN_2_1,1,Closed,Line,NO,0.00503,0.03095,0.02399,254.80001000000001,254.80001000000001,254.80001000000001
4196,4197,150406,GRANBURY_7_1,150405,GRANBURY_6_1,1,Closed,Line,NO,0.00172,0.01181,0.00761,254.80001000000001,254.80001000000001,254.80001000000001
4197,4198,120157,FREDERICKSBURG_8_1,120078,FREDERICKSBURG_2_1,1,Closed,Line,NO,0.00433,0.01356,0.013359999999999999,254.80001000000001,254.80001000000001,254.80001000000001
4198,4199,120075,DOSS_1_1,120087,FREDERICKSBURG_5_1,1,Closed,Line,NO,0.007259999999999999,0.03947,0.01521,254.80001000000001,254.80001000000001,254.80001000000001
4199,4200,250103,HAWKINS_2_1,250234,MINEOLA_5_2,1,Closed,Line,NO,0.00878,0.05462,0.02068,254.80001000000001,254.80001000000001,254.80001000000001
4200,4201,120143,FALLS_CITY_2_1,120020,FALLS_CITY_1_1,1,Closed,Line,NO,0.00865,0.03512,0.0114,254.999995,254.999995,254.999995
4201,4202,220113,BIG_SPRING_6_1,220129,BIG_SPRING_8_2,1,Closed,Line,NO,0.00124,0.00757,0.01149,254.999995,254.999995,254.999995
4202,4203,180144,BRUNI_4_1,180133,BRUNI_2_2,1,Closed,Line,NO,0.0026899999999999997,0.01649,0.01215,254.999995,254.999995,254.999995
4203,4204,180081,MIRANDO_CITY_3_1,180130,MIRANDO_CITY_7_2,1,Closed,Line,NO,0.00672,0.038810000000000004,0.01077,254.999995,254.999995,254.999995
4204,4205,170029,LONE_OAK_2_1,250032,LONE_OAK_5_1,1,Closed,Line,NO,0.00433,0.0203,0.0178,254.999995,254.999995,254.999995
4205,4206,110318,BELLAIRE_4_2,110317,BELLAIRE_4_1,1,Closed,Transformer,YES,0.0016300000000000002,0.05496,0.0,255.10001200000002,255.10001200000002,255.10001200000002
4206,4207,270040,SCHULENBURG_7_1,270091,SHINER_4_1,1,Closed,Line,NO,0.0133,0.08887,0.028239999999999998,255.10001200000002,255.10001200000002,255.10001200000002
4207,4208,190018,PANHANDLE_1_1,190017,AMARILLO_5_1,1,Closed,Line,NO,0.00761,0.04622,0.01395,255.29999700000002,255.29999700000002,255.29999700000002
4208,4209,110808,RICHMOND_3_2,110807,RICHMOND_3_1,1,Closed,Transformer,YES,0.00176,0.04753,0.0,255.29999700000002,255.29999700000002,255.29999700000002
4209,4210,160041,PREMONT_1_1,160042,BEN_BOLT_2_1,1,Closed,Line,NO,0.00615,0.03883,0.04227,255.29999700000002,255.29999700000002,255.29999700000002
4210,4211,230066,BELLVILLE_4_1,230056,BELLVILLE_3_1,1,Closed,Line,NO,0.00587,0.0251,0.01238,255.39999,255.39999,255.39999
4211,4212,140010,MC_DADE_1_1,140028,THRALL_1_1,1,Closed,Line,NO,0.0048,0.030080000000000003,0.009179999999999999,255.39999,255.39999,255.39999
4212,4213,150117,SEYMOUR_1_1,150548,SEYMOUR_4_1,1,Closed,Line,NO,0.0058,0.03304,0.00591,255.39999,255.39999,255.39999
4213,4214,270036,HARWOOD_1_1,270061,HARWOOD_2_1,1,Closed,Line,NO,0.00492,0.031330000000000004,0.0075,255.39999,255.39999,255.39999
4214,4215,250182,GRAPELAND_2_1,250296,GRAPELAND_5_1,1,Closed,Line,NO,0.00465,0.036469999999999995,0.01741,255.39999,255.39999,255.39999
4215,4216,130341,CRANDALL_1_1,170514,TERRELL_10_1,1,Closed,Line,NO,0.005679999999999999,0.0262,0.03638,255.50000699999998,255.50000699999998,255.50000699999998
4216,4217,150417,BRIDGEPORT_2_1,150032,PARADISE_4_1,1,Closed,Line,NO,0.00411,0.01807,0.01342,255.50000699999998,255.50000699999998,255.50000699999998
4217,4218,160128,LA_SALLE_1_1,160119,PORT_LAVACA_2_1,1,Closed,Line,NO,0.00477,0.030969999999999998,0.024880000000000003,255.50000699999998,255.50000699999998,255.50000699999998
4218,4219,150086,PALO_PINTO_1_1,150061,GRAFORD_2_1,1,Closed,Line,NO,0.009729999999999999,0.03781,0.0172,255.59999900000003,255.59999900000003,255.59999900000003
4219,4220,120029,YANCEY_2_1,120068,BATESVILLE_3_1,1,Closed,Line,NO,0.009890000000000001,0.04125,0.02041,255.59999900000003,255.59999900000003,255.59999900000003
4220,4221,190018,PANHANDLE_1_1,190023,PANHANDLE_3_1,1,Closed,Line,NO,0.006540000000000001,0.049139999999999996,0.014669999999999999,255.59999900000003,255.59999900000003,255.59999900000003
4221,4222,120494,SOMERSET_3_1,120496,SOMERSET_3_3,1,Closed,Transformer,YES,0.00119,0.05935,0.0,255.59999900000003,255.59999900000003,255.59999900000003
4222,4223,111053,SPRING_25_1,110828,SPRING_7_1,1,Closed,Line,NO,0.00253,0.019430000000000003,0.00564,255.59999900000003,255.59999900000003,255.59999900000003
4223,4224,160060,CORPUS_CHRISTI_5_1,160058,CORPUS_CHRISTI_4_1,1,Closed,Line,NO,0.00573,0.0353,0.01811,255.59999900000003,255.59999900000003,255.59999900000003
4224,4225,230278,BREMOND_4_2,230149,BREMOND_1_1,1,Closed,Line,NO,0.00115,0.007259999999999999,0.00279,255.59999900000003,255.59999900000003,255.59999900000003
4225,4226,170044,GORDONVILLE_1_1,170471,POTTSBORO_1_1,1,Closed,Line,NO,0.0012,0.00688,0.00242,255.69999199999998,255.69999199999998,255.69999199999998
4226,4227,240139,WINGATE_2_1,240229,MARYNEAL_3_1,1,Closed,Line,NO,0.00634,0.04571,0.05881,255.69999199999998,255.69999199999998,255.69999199999998
4227,4228,160119,PORT_LAVACA_2_1,160167,PORT_LAVACA_5_1,1,Closed,Line,NO,0.00218,0.012790000000000001,0.00402,255.69999199999998,255.69999199999998,255.69999199999998
4228,4229,150024,PARADISE_3_1,150022,PARADISE_1_1,1,Closed,Line,NO,0.00237,0.01187,0.00965,255.69999199999998,255.69999199999998,255.69999199999998
4229,4230,230247,BREMOND_3_1,230149,BREMOND_1_1,1,Closed,Line,NO,0.0025,0.01612,0.007940000000000001,255.800009,255.800009,255.800009
4230,4231,210287,LOMETA_5_1,210025,LOMETA_1_1,1,Closed,Line,NO,0.00277,0.01592,0.04275,255.800009,255.800009,255.800009
4231,4232,190026,WHEELER_1_1,190029,SHAMROCK_1_1,1,Closed,Line,NO,0.01103,0.062189999999999995,0.02384,255.800009,255.800009,255.800009
4232,4233,150203,FORT_WORTH_3_2,150202,FORT_WORTH_3_1,1,Closed,Transformer,YES,0.00168,0.05407000000000001,0.0,255.800009,255.800009,255.800009
4233,4234,160196,NURSERY_3_1,160201,NURSERY_3_6,1,Closed,Transformer,YES,0.00112,0.0658,0.0,255.900002,255.900002,255.900002
4234,4235,250179,LATEXO_1_1,250300,LATEXO_4_1,1,Closed,Line,NO,0.0009199999999999999,0.00564,0.0024100000000000002,255.900002,255.900002,255.900002
4235,4236,120180,CASTROVILLE_2_1,120032,RIO_MEDINA_2_2,1,Closed,Line,NO,0.00283,0.01856,0.00797,255.999994,255.999994,255.999994
4236,4237,120125,TARPLEY_2_1,120105,VANDERPOOL_1_1,1,Closed,Line,NO,0.00575,0.030139999999999997,0.023809999999999998,255.999994,255.999994,255.999994
4237,4238,250247,FLINT_3_1,250028,CHANDLER_1_1,1,Closed,Line,NO,0.00476,0.021330000000000002,0.01968,255.999994,255.999994,255.999994
4238,4239,240156,BUFFALO_GAP_3_1,240155,BUFFALO_GAP_2_1,1,Closed,Line,NO,0.0042,0.022119999999999997,0.00801,256.100011,256.100011,256.100011
4239,4240,250244,CHANDLER_3_1,250247,FLINT_3_1,1,Closed,Line,NO,0.0027300000000000002,0.01326,0.0325,256.200004,256.200004,256.200004
4240,4241,140026,SMITHVILLE_3_1,230014,LINCOLN_2_1,1,Closed,Line,NO,0.00866,0.03152,0.12571,256.200004,256.200004,256.200004
4241,4242,170015,COMMERCE_1_1,170021,COMMERCE_2_1,1,Closed,Line,NO,0.00253,0.01891,0.01986,256.200004,256.200004,256.200004
4242,4243,120133,SUTHERLAND_SPRINGS_1_1,120197,FLORESVILLE_3_1,1,Closed,Line,NO,0.00361,0.02295,0.01738,256.200004,256.200004,256.200004
4243,4244,150088,STRAWN_3_1,150093,STRAWN_4_1,1,Closed,Line,NO,0.0037799999999999995,0.01933,0.011009999999999999,256.200004,256.200004,256.200004
4244,4245,200069,ENCINO_2_1,200057,HARGILL_1_1,1,Closed,Line,NO,0.01218,0.07335,0.0182,256.299996,256.299996,256.299996
4245,4246,111046,CYPRESS_51_2,111045,CYPRESS_51_1,1,Closed,Transformer,YES,0.00147,0.04845,0.0,256.299996,256.299996,256.299996
4246,4247,260182,HURST_9_2,260181,HURST_9_1,1,Closed,Transformer,YES,0.00091,0.02364,0.0,256.299996,256.299996,256.299996
4247,4248,260114,LAKE_DALLAS_5_2,260113,LAKE_DALLAS_5_1,1,Closed,Transformer,YES,0.00155,0.04802,0.0,256.299996,256.299996,256.299996
4248,4249,230209,BRYAN_3_1,230219,BRYAN_6_1,1,Closed,Line,NO,0.00228,0.014130000000000002,0.00922,256.399989,256.399989,256.399989
4249,4250,230138,CAMERON_3_1,230123,MILANO_2_1,1,Closed,Line,NO,0.00943,0.04711,0.01013,256.399989,256.399989,256.399989
4250,4251,220004,SALT_FLAT_1_1,220014,PECOS_2_1,1,Closed,Line,NO,0.03702,0.21718,0.06421,256.399989,256.399989,256.399989
4251,4252,210055,BRIGGS_2_1,210288,KEMPNER_5_1,1,Closed,Line,NO,0.011059999999999999,0.0448,0.02791,256.399989,256.399989,256.399989
4252,4253,111150,STAFFORD_18_1,110914,STAFFORD_15_1,1,Closed,Line,NO,0.0009199999999999999,0.0046700000000000005,0.00937,256.399989,256.399989,256.399989
4253,4254,230226,COLLEGE_STATION_6_1,230132,BRYAN_1_1,1,Closed,Line,NO,0.0019199999999999998,0.011770000000000001,0.01192,256.500006,256.500006,256.500006
4254,4255,250110,FAIRFIELD_1_1,250297,STREETMAN_1_1,1,Closed,Line,NO,0.00418,0.022090000000000002,0.024669999999999997,256.59999799999997,256.59999799999997,256.59999799999997
4255,4256,110077,DANEVANG_2_1,110125,LANE_CITY_2_1,1,Closed,Line,NO,0.00534,0.04807,0.02563,256.59999799999997,256.59999799999997,256.59999799999997
4256,4257,130075,BALCH_SPRINGS_4_2,130074,BALCH_SPRINGS_4_1,1,Closed,Transformer,YES,0.0018,0.05011,0.0,256.59999799999997,256.59999799999997,256.59999799999997
4257,4258,130036,BALCH_SPRINGS_1_2,130035,BALCH_SPRINGS_1_1,1,Closed,Transformer,YES,0.0015300000000000001,0.04985,0.0,256.59999799999997,256.59999799999997,256.59999799999997
4258,4259,170482,DENISON_7_1,170067,COLBERT_1_1,1,Closed,Line,NO,0.0008699999999999999,0.00518,0.01708,256.59999799999997,256.59999799999997,256.59999799999997
4259,4260,160084,BERCLAIR_1_1,160078,TULETA_1_1,1,Closed,Line,NO,0.0052899999999999996,0.027569999999999997,0.02079,256.59999799999997,256.59999799999997,256.59999799999997
4260,4261,130335,DAWSON_2_1,260188,HUBBARD_2_1,1,Closed,Line,NO,0.0039299999999999995,0.0263,0.01124,256.59999799999997,256.59999799999997,256.59999799999997
4261,4262,250183,GRAPELAND_3_1,250182,GRAPELAND_2_1,1,Closed,Line,NO,0.00335,0.02084,0.027839999999999997,256.699991,256.699991,256.699991
4262,4263,190086,AMARILLO_13_1,190101,AMARILLO_24_1,1,Closed,Line,NO,0.00176,0.01223,0.00533,256.699991,256.699991,256.699991
4263,4264,250091,SCROGGINS_1_1,250093,WINNSBORO_3_1,1,Closed,Line,NO,0.00294,0.020640000000000002,0.0698,256.800008,256.800008,256.800008
4264,4265,180014,LAREDO_9_2,180052,ENCINAL_1_1,1,Closed,Line,NO,0.00817,0.05127,0.02445,256.800008,256.800008,256.800008
4265,4266,110905,BELLAIRE_21_2,110904,BELLAIRE_21_1,1,Closed,Transformer,YES,0.00116,0.0363,0.0,256.800008,256.800008,256.800008
4266,4267,250010,BEN_WHEELER_1_1,250236,VAN_2_1,1,Closed,Line,NO,0.005229999999999999,0.03071,0.0061200000000000004,256.800008,256.800008,256.800008
4267,4268,120134,STOCKDALE_1_1,120130,LA_VERNIA_1_1,1,Closed,Line,NO,0.00605,0.033389999999999996,0.02136,256.800008,256.800008,256.800008
4268,4269,220051,MIDKIFF_2_1,240114,STERLING_CITY_1_1,1,Closed,Line,NO,0.04274,0.21919,0.05246,256.900001,256.900001,256.900001
4269,4270,210285,KEMPNER_4_1,210290,KEMPNER_6_1,1,Closed,Line,NO,0.0011099999999999999,0.0067,0.0047799999999999995,256.900001,256.900001,256.900001
4270,4271,250026,BEN_WHEELER_3_1,250255,MURCHISON_3_1,1,Closed,Line,NO,0.00072,0.0050100000000000006,0.00278,256.900001,256.900001,256.900001
4271,4272,150088,STRAWN_3_1,150386,MINGUS_3_1,1,Closed,Line,NO,0.0035600000000000002,0.019780000000000002,0.006409999999999999,256.900001,256.900001,256.900001
4272,4273,170051,TIOGA_1_1,170467,VAN_ALSTYNE_2_1,1,Closed,Line,NO,0.00725,0.04883,0.02131,256.900001,256.900001,256.900001
4273,4274,160084,BERCLAIR_1_1,160087,GOLIAD_4_1,1,Closed,Line,NO,0.00765,0.039830000000000004,0.015040000000000001,256.900001,256.900001,256.900001
4274,4275,110793,HOUSTON_34_1,110790,HOUSTON_32_1,1,Closed,Line,NO,0.0011,0.006840000000000001,0.004529999999999999,256.900001,256.900001,256.900001
4275,4276,220043,MIDKIFF_1_1,220051,MIDKIFF_2_1,1,Closed,Line,NO,0.0057799999999999995,0.04165,0.01469,256.999993,256.999993,256.999993
4276,4277,111407,WALLIS_2_1,111408,WALLIS_2_2,1,Closed,Transformer,YES,0.0016300000000000002,0.04045,0.0,256.999993,256.999993,256.999993
4277,4278,230171,LEONA_2_1,230114,LEONA_1_1,1,Closed,Line,NO,0.0055,0.030989999999999997,0.0124,256.999993,256.999993,256.999993
4278,4279,230059,CAT_SPRING_2_1,230058,CAT_SPRING_1_1,1,Closed,Line,NO,0.0031100000000000004,0.02081,0.03285,256.999993,256.999993,256.999993
4279,4280,110291,HITCHCOCK_3_1,110897,GALVESTON_4_1,1,Closed,Line,NO,0.00659,0.04328,0.042,256.999993,256.999993,256.999993
4280,4281,250068,DIBOLL_2_1,250279,DIBOLL_3_1,1,Closed,Line,NO,0.00256,0.016040000000000002,0.0061,256.999993,256.999993,256.999993
4281,4282,190044,JAYTON_1_1,190048,ROTAN_1_1,1,Closed,Line,NO,0.018690000000000002,0.11464,0.04412,256.999993,256.999993,256.999993
4282,4283,130303,FERRIS_2_1,130014,WILMER_1_1,1,Closed,Line,NO,0.0017800000000000001,0.009170000000000001,0.0049,256.999993,256.999993,256.999993
4283,4284,170052,HOWE_1_1,170053,SHERMAN_1_1,1,Closed,Line,NO,0.00716,0.04546,0.02161,256.999993,256.999993,256.999993
4284,4285,110405,BAYTOWN_7_2,110404,BAYTOWN_7_1,1,Closed,Transformer,YES,0.00168,0.04195,0.0,256.999993,256.999993,256.999993
4285,4286,110947,ROSENBERG_5_1,110735,NEEDVILLE_3_1,1,Closed,Line,NO,0.00536,0.02222,0.011000000000000001,256.999993,256.999993,256.999993
4286,4287,120020,FALLS_CITY_1_1,120131,ADKINS_1_1,1,Closed,Line,NO,0.02143,0.09665,0.0471,256.999993,256.999993,256.999993
4287,4288,250061,HUNTINGTON_1_1,250062,HUNTINGTON_2_1,1,Closed,Line,NO,0.00428,0.023569999999999997,0.0259,256.999993,256.999993,256.999993
4288,4289,120046,BATESVILLE_2_1,120068,BATESVILLE_3_1,1,Closed,Line,NO,0.00672,0.03266,0.0244,256.999993,256.999993,256.999993
4289,4290,200089,EDCOUCH_2_1,200146,RAYMONDVILLE_3_1,1,Closed,Line,NO,0.00386,0.01564,0.048010000000000004,257.10001,257.10001,257.10001
4290,4291,250138,ARP_4_1,250123,ARP_2_1,1,Closed,Line,NO,0.00555,0.027939999999999996,0.013359999999999999,257.10001,257.10001,257.10001
4291,4292,240306,EDEN_2_2,240021,FORT_MC_KAVETT_2_1,1,Closed,Line,NO,0.00565,0.04119,0.02046,257.10001,257.10001,257.10001
4292,4293,110097,ELMATON_2_1,110100,ELMATON_2_4,1,Closed,Transformer,YES,0.0015300000000000001,0.0464,0.0,257.10001,257.10001,257.10001
4293,4294,250281,LUFKIN_6_1,250060,LUFKIN_4_1,1,Closed,Line,NO,0.00095,0.0054600000000000004,0.0019199999999999998,257.10001,257.10001,257.10001
4294,4295,220227,LAMESA_2_1,220061,LAMESA_1_1,1,Closed,Line,NO,0.00145,0.00867,0.00594,257.200003,257.200003,257.200003
4295,4296,240143,SANTA_ANNA_1_1,240191,BANGS_3_1,1,Closed,Line,NO,0.0039299999999999995,0.02433,0.038110000000000005,257.200003,257.200003,257.200003
4296,4297,220018,FORT_STOCKTON_2_1,220194,FORT_STOCKTON_3_1,1,Closed,Line,NO,0.01376,0.07206,0.04373,257.200003,257.200003,257.200003
4297,4298,250102,COOKVILLE_3_1,250160,AVERY_1_1,1,Closed,Line,NO,0.0091,0.04658,0.050730000000000004,257.200003,257.200003,257.200003
4298,4299,120160,INGRAM_6_1,120161,KERRVILLE_7_1,1,Closed,Line,NO,0.00406,0.029189999999999997,0.00621,257.200003,257.200003,257.200003
4299,4300,110001,EDNA_1_1,230292,ROCK_ISLAND_2_1,1,Closed,Line,NO,0.01094,0.051089999999999997,0.07783,257.200003,257.200003,257.200003
4300,4301,111375,MONT_BELVIEU_5_1,111376,MONT_BELVIEU_5_2,1,Closed,Transformer,YES,0.00229,0.060989999999999996,0.0,257.299995,257.299995,257.299995
4301,4302,210067,ZEPHYR_1_1,210099,ZEPHYR_2_1,1,Closed,Line,NO,0.00471,0.03327,0.013059999999999999,257.299995,257.299995,257.299995
4302,4303,180012,LAREDO_8_1,180020,LAREDO_15_1,1,Closed,Line,NO,0.00235,0.01054,0.00288,257.299995,257.299995,257.299995
4303,4304,130014,WILMER_1_1,130368,FERRIS_3_2,1,Closed,Line,NO,0.00231,0.01598,0.00346,257.299995,257.299995,257.299995
4304,4305,270062,LULING_2_1,270191,MC_QUEENEY_6_1,1,Closed,Line,NO,0.00735,0.040780000000000004,0.07848,257.299995,257.299995,257.299995
4305,4306,200113,BROWNSVILLE_11_1,200115,BROWNSVILLE_12_1,1,Closed,Line,NO,0.00157,0.00746,0.00351,257.399988,257.399988,257.399988
4306,4307,190096,AMARILLO_19_1,190102,AMARILLO_25_1,1,Closed,Line,NO,0.00058,0.0032600000000000003,0.00457,257.399988,257.399988,257.399988
4307,4308,260008,MALONE_1_1,260011,LEROY_1_1,1,Closed,Line,NO,0.00639,0.03943,0.014769999999999998,257.399988,257.399988,257.399988
4308,4309,130335,DAWSON_2_1,260018,FROST_1_1,1,Closed,Line,NO,0.0030600000000000002,0.015040000000000001,0.029930000000000002,257.399988,257.399988,257.399988
4309,4310,250110,FAIRFIELD_1_1,250170,TENNESSEE_COLONY_1_1,1,Closed,Line,NO,0.00495,0.02913,0.05867000000000001,257.399988,257.399988,257.399988
4310,4311,111004,BELLAIRE_34_1,110992,BELLAIRE_26_1,1,Closed,Line,NO,0.00137,0.00864,0.0086,257.500005,257.500005,257.500005
4311,4312,250157,CLARKSVILLE_3_1,250165,AVERY_3_1,1,Closed,Line,NO,0.0036,0.01729,0.04096,257.500005,257.500005,257.500005
4312,4313,150239,NORTH_RICHLAND_HILLS_9_1,260145,COLLEYVILLE_3_1,1,Closed,Line,NO,0.00221,0.0117,0.00532,257.500005,257.500005,257.500005
4313,4314,260064,MANSFIELD_1_1,260133,LILLIAN_4_1,1,Closed,Line,NO,0.0032,0.022180000000000002,0.00842,257.500005,257.500005,257.500005
4314,4315,180099,ROMA_3_1,180136,LOPENO_3_2,1,Closed,Line,NO,0.0047,0.030760000000000003,0.01237,257.59999799999997,257.59999799999997,257.59999799999997
4315,4316,120063,WHITSETT_1_1,120466,CHRISTINE_4_1,1,Closed,Line,NO,0.00598,0.0247,0.01036,257.69999,257.69999,257.69999
4316,4317,170051,TIOGA_1_1,170049,COLLINSVILLE_2_1,1,Closed,Line,NO,0.008409999999999999,0.04963,0.01385,257.69999,257.69999,257.69999
4317,4318,270094,GONZALES_5_1,270020,GONZALES_2_1,1,Closed,Line,NO,0.00468,0.027110000000000002,0.01687,257.69999,257.69999,257.69999
4318,4319,230175,REAGAN_2_1,230296,MARLIN_3_1,1,Closed,Line,NO,0.0038399999999999997,0.01941,0.00902,257.800007,257.800007,257.800007
4319,4320,120062,CHARLOTTE_3_1,120466,CHRISTINE_4_1,1,Closed,Line,NO,0.0026100000000000003,0.01591,0.12165,257.800007,257.800007,257.800007
4320,4321,200161,SANTA_ROSA_2_1,200164,SANTA_ROSA_2_4,1,Closed,Transformer,YES,0.00162,0.047619999999999996,0.0,257.800007,257.800007,257.800007
4321,4322,190176,ENOCHS_1_1,190200,TAHOKA_1_1,1,Closed,Line,NO,0.03775,0.16575,0.35236999999999996,257.800007,257.800007,257.800007
4322,4323,170060,WOLFE_CITY_1_1,170039,BONHAM_1_1,1,Closed,Line,NO,0.00525,0.02705,0.01966,257.800007,257.800007,257.800007
4323,4324,230252,HUNTSVILLE_5_1,230256,HUNTSVILLE_6_1,1,Closed,Line,NO,0.00404,0.01913,0.01047,257.9,257.9,257.9
4324,4325,250231,CHANDLER_2_1,250211,BROWNSBORO_2_1,1,Closed,Line,NO,0.0035700000000000003,0.02037,0.013000000000000001,257.9,257.9,257.9
4325,4326,160086,GOLIAD_3_1,160067,GOLIAD_1_1,1,Closed,Line,NO,0.00417,0.02486,0.0121,257.9,257.9,257.9
4326,4327,120010,KNIPPA_3_1,120007,KNIPPA_2_1,1,Closed,Line,NO,0.00773,0.047,0.02827,257.9,257.9,257.9
4327,4328,240068,TYE_2_1,240161,DYESS_AFB_6_1,1,Closed,Line,NO,0.0035299999999999997,0.0196,0.04292,257.999992,257.999992,257.999992
4328,4329,180050,BIG_WELLS_1_1,120071,DILLEY_4_1,1,Closed,Line,NO,0.02131,0.10375999999999999,0.02478,257.999992,257.999992,257.999992
4329,4330,110568,CEDAR_LANE_3_1,110109,SWEENY_1_1,1,Closed,Line,NO,0.0025800000000000003,0.0175,0.04609,257.999992,257.999992,257.999992
4330,4331,150106,PETROLIA_1_1,150355,BURKBURNETT_2_1,1,Closed,Line,NO,0.01185,0.07107999999999999,0.0244,257.999992,257.999992,257.999992
4331,4332,230154,MART_3_1,230179,MART_4_1,1,Closed,Line,NO,0.0059700000000000005,0.02915,0.00586,258.100009,258.100009,258.100009
4332,4333,150052,MILLSAP_1_1,150062,MINERAL_WELLS_1_1,1,Closed,Line,NO,0.00687,0.033280000000000004,0.01369,258.100009,258.100009,258.100009
4333,4334,230108,NORMANGEE_1_1,230171,LEONA_2_1,1,Closed,Line,NO,0.0037,0.022690000000000002,0.04848,258.200002,258.200002,258.200002
4334,4335,240073,TUSCOLA_2_1,240218,TYE_3_1,1,Closed,Line,NO,0.0059700000000000005,0.0344,0.02248,258.200002,258.200002,258.200002
4335,4336,120123,MEDINA_2_1,120173,MEDINA_3_1,1,Closed,Line,NO,0.0072299999999999994,0.034730000000000004,0.03198,258.200002,258.200002,258.200002
4336,4337,130321,RED_OAK_7_1,260084,CEDAR_HILL_3_1,1,Closed,Line,NO,0.0082,0.05341,0.01879,258.29999399999997,258.29999399999997,258.29999399999997
4337,4338,210169,KILLEEN_2_2,210168,KILLEEN_2_1,1,Closed,Transformer,YES,0.0019399999999999999,0.05636,0.0,258.29999399999997,258.29999399999997,258.29999399999997
4338,4339,210287,LOMETA_5_1,210026,LOMETA_2_1,1,Closed,Line,NO,0.0036200000000000004,0.013090000000000001,0.00563,258.29999399999997,258.29999399999997,258.29999399999997
4339,4340,200115,BROWNSVILLE_12_1,200104,BROWNSVILLE_7_1,1,Closed,Line,NO,0.00235,0.00905,0.0029100000000000003,258.29999399999997,258.29999399999997,258.29999399999997
4340,4341,170222,FRISCO_7_1,170431,LITTLE_ELM_3_1,1,Closed,Line,NO,0.0032,0.0139,0.03222,258.29999399999997,258.29999399999997,258.29999399999997
4341,4342,110859,WILLIS_2_2,110858,WILLIS_2_1,1,Closed,Transformer,YES,0.0017699999999999999,0.05901,0.0,258.29999399999997,258.29999399999997,258.29999399999997
4342,4343,110085,BAY_CITY_1_1,110109,SWEENY_1_1,1,Closed,Line,NO,0.0056700000000000006,0.027360000000000002,0.02138,258.29999399999997,258.29999399999997,258.29999399999997
4343,4344,250255,MURCHISON_3_1,250323,CANTON_3_1,1,Closed,Line,NO,0.012159999999999999,0.05486,0.02692,258.29999399999997,258.29999399999997,258.29999399999997
4344,4345,120040,MOORE_2_1,120073,BIGFOOT_2_1,1,Closed,Line,NO,0.00297,0.021159999999999998,0.01677,258.400011,258.400011,258.400011
4345,4346,230144,FRANKLIN_1_1,230170,JEWETT_3_1,1,Closed,Line,NO,0.025,0.1309,0.04272,258.400011,258.400011,258.400011
4346,4347,230037,SEALY_6_1,230040,BELLVILLE_1_1,1,Closed,Line,NO,0.0025,0.01495,0.01782,258.400011,258.400011,258.400011
4347,4348,150143,HALTOM_CITY_2_1,150226,HALTOM_CITY_5_1,1,Closed,Line,NO,0.0019,0.01248,0.00878,258.400011,258.400011,258.400011
4348,4349,210039,GATESVILLE_6_1,210040,OGLESBY_3_1,1,Closed,Line,NO,0.00455,0.02634,0.022359999999999998,258.400011,258.400011,258.400011
4349,4350,240073,TUSCOLA_2_1,240118,WINTERS_1_1,1,Closed,Line,NO,0.00672,0.03986,0.046110000000000005,258.400011,258.400011,258.400011
4350,4351,210039,GATESVILLE_6_1,210037,COPPERAS_COVE_1_1,1,Closed,Line,NO,0.007240000000000001,0.04413,0.01938,258.500004,258.500004,258.500004
4351,4352,180092,ROMA_1_1,180099,ROMA_3_1,1,Closed,Line,NO,0.00722,0.03539,0.01299,258.500004,258.500004,258.500004
4352,4353,170281,RICHARDSON_8_1,170298,RICHARDSON_16_1,1,Closed,Line,NO,0.0015199999999999999,0.008879999999999999,0.00543,258.500004,258.500004,258.500004
4353,4354,130038,BALCH_SPRINGS_2_2,130037,BALCH_SPRINGS_2_1,1,Closed,Transformer,YES,0.0016,0.03558,0.0,258.500004,258.500004,258.500004
4354,4355,130344,SCURRY_3_1,130012,SCURRY_1_1,1,Closed,Line,NO,0.00225,0.01091,0.0035700000000000003,258.500004,258.500004,258.500004
4355,4356,111403,BELLAIRE_43_1,110887,FRESNO_3_1,1,Closed,Line,NO,0.00324,0.01855,0.00629,258.500004,258.500004,258.500004
4356,4357,120123,MEDINA_2_1,120125,TARPLEY_2_1,1,Closed,Line,NO,0.0040100000000000005,0.02254,0.04283,258.59999700000003,258.59999700000003,258.59999700000003
